Name,Age,G,MP,TS%,3PAr,FTr,ORB%,DRB%,AST%,STL%,BLK%,TOV%,USG%,WS,WS/48,BPM,%MP,OoTmEFG%,OoORB%,OoDRB%,OoTmTOV%,OoORtg,OoOpEFG%,OoOpTOV%,OoDRtg,OoAdj,MinAdj,RBAdj,AdjWS/48,AdjWS
Harrison Barnes,25.0,77.0,2634.0,0.539,0.276,0.259,3.1,17.1,9.9,0.9,0.5,8.1,25.2,3.8,0.07,-2.1,67.0,-0.017,-2.7,0.7,0.2,-5.1,0.013,-1.5,4.2,-0.0672,0.0286,-0.0046,0.0268,1.471
Yogi Ferrell,24.0,82.0,2282.0,0.54,0.492,0.141,1.2,11.2,13.5,1.4,0.4,9.1,17.0,3.0,0.064,-1.0,58.0,-0.012,-0.2,-2.6,-0.8,-0.2,-0.053,1.3,-9.0,0.1091,0.0131,0.0013,0.1875,8.914
Wesley Matthews,31.0,63.0,2131.0,0.541,0.577,0.145,1.4,9.2,12.3,1.8,0.7,10.1,17.6,2.6,0.059,0.1,54.0,-0.004,-3.1,-1.8,0.2,-1.8,0.044,0.3,8.3,-0.0877,0.0255,0.0025,-7.0E-4,-0.031
Dennis Smith,20.0,69.0,2049.0,0.473,0.331,0.188,2.6,11.8,29.5,1.7,0.8,15.0,28.9,-0.7,-0.017,-2.3,52.0,-0.017,-1.3,0.4,0.6,-4.1,0.033,-1.4,5.3,-0.077,0.0162,0.0034,-0.0744,-3.176
Dirk Nowitzki,39.0,77.0,1900.0,0.575,0.445,0.142,1.2,25.2,10.4,1.1,2.1,6.0,20.5,4.8,0.121,0.3,48.0,0.044,-5.0,0.3,-0.3,4.1,0.024,-1.2,4.3,-0.0091,0.0034,-0.0227,0.0926,3.665
Dwight Powell,26.0,79.0,1672.0,0.656,0.195,0.43,8.7,21.3,8.5,2.0,1.7,10.3,15.5,6.6,0.191,2.7,42.0,0.016,0.3,-1.0,0.5,3.7,-0.003,1.8,-3.0,0.0694,-0.0074,-0.0196,0.2334,8.13
J.J. Barea,33.0,69.0,1603.0,0.545,0.454,0.148,1.0,13.4,45.1,1.1,0.2,16.3,24.9,3.3,0.098,0.1,40.0,0.038,-1.0,-2.2,0.5,5.6,0.002,0.9,1.4,0.0324,-0.0021,2.0E-4,0.1285,4.291
Maxi Kleber,26.0,72.0,1206.0,0.576,0.414,0.191,6.3,15.6,6.4,1.1,3.5,8.2,13.7,2.8,0.113,0.2,30.0,-0.02,-0.9,3.5,-0.9,-3.8,-0.017,-0.8,-2.5,0.0082,-0.0247,0.0031,0.0996,2.502
Devin Harris,34.0,44.0,807.0,0.56,0.44,0.394,1.2,10.8,16.4,2.1,0.9,12.8,21.5,1.4,0.085,-1.4,20.0,0.04,-1.4,0.6,0.5,6.9,-0.021,1.9,-6.0,0.0664,-0.0235,0.0158,0.1437,2.416
Salah Mejri,31.0,61.0,729.0,0.644,0.022,0.482,12.5,25.4,7.2,1.5,8.2,19.0,12.8,2.7,0.175,3.1,18.0,0.009,3.4,-1.1,-0.3,2.8,-0.038,-0.2,-4.0,0.0433,-0.0491,-0.0018,0.1674,2.542
Doug McDermott,26.0,26.0,596.0,0.611,0.439,0.156,1.3,11.4,7.5,0.8,0.6,10.3,16.3,1.0,0.077,-2.2,15.0,0.019,2.4,-0.9,-1.5,5.4,-0.028,-2.2,-1.3,0.0249,-0.0136,0.0204,0.1087,1.35
Kyle Collinsworth,26.0,32.0,480.0,0.433,0.172,0.404,7.2,18.0,16.4,1.8,1.7,17.1,13.3,0.5,0.046,-1.8,12.0,-0.026,7.5,2.5,-1.8,2.0,0.004,-0.4,0.6,0.0108,-0.0403,0.0203,0.0368,0.368
Nerlens Noel,23.0,30.0,472.0,0.558,0.01,0.267,10.9,29.3,6.3,3.3,4.1,18.1,13.8,1.3,0.135,1.0,12.0,-0.051,1.9,1.7,2.6,-11.0,0.007,1.1,-1.3,-0.0094,-0.0378,0.0114,0.0992,0.975
Dorian Finney-Smith,24.0,21.0,448.0,0.482,0.554,0.124,5.3,13.6,8.4,1.1,0.8,14.1,15.1,0.1,0.015,-3.1,11.0,-0.031,5.1,1.6,-0.3,-4.5,-0.017,0.3,-5.2,0.0136,-0.021,0.022,0.0296,0.276
Aaron Harrison,23.0,9.0,233.0,0.392,0.623,0.246,1.8,9.9,6.7,1.9,0.8,3.8,15.5,-0.1,-0.014,-4.1,6.0,-0.048,2.2,1.4,-0.9,-6.3,0.027,-1.1,5.9,-2.0E-4,-0.0179,0.0242,-0.0079,-0.038
Johnathan Motley,22.0,11.0,176.0,0.55,0.08,0.373,8.5,22.9,7.1,0.9,1.0,9.3,24.9,0.3,0.084,-4.9,4.0,-0.048,9.0,-0.9,0.7,-4.9,-0.021,-1.7,-2.0,0.0077,-0.0469,0.0233,0.0681,0.25
Jalen Jones,24.0,12.0,162.0,0.483,0.391,0.266,8.6,15.6,3.9,1.5,0.5,8.9,22.0,0.1,0.024,-5.9,4.0,0.009,9.7,3.1,0.5,5.4,0.049,-3.8,10.4,0.0039,-0.0567,0.0244,-0.0044,-0.015
Antonius Cleveland,23.0,13.0,81.0,0.317,0.071,0.286,2.6,11.4,3.3,3.7,4.4,11.3,10.0,0.0,-0.005,-3.1,2.0,-0.072,2.8,0.8,4.4,-16.9,-0.019,3.5,-8.9,0.0077,-0.1142,0.0246,-0.0869,-0.147
Gian Clavell,24.0,7.0,64.0,0.53,0.833,0.111,1.7,10.8,6.7,1.6,0.0,9.6,14.8,0.1,0.042,-3.6,2.0,0.019,-7.9,4.4,0.9,0.4,-0.043,7.8,-17.3,0.0132,-0.0859,0.0244,-0.0063,-0.008
Jeff Withey,27.0,9.0,39.0,0.444,0.625,0.125,2.8,26.6,0.0,0.0,6.8,10.6,22.0,0.0,-0.054,-12.8,1.0,-0.006,7.6,7.6,0.8,3.4,-0.057,7.2,-24.1,0.0126,-0.1264,0.0248,-0.143,-0.116
Jameel Warney,24.0,3.0,27.0,0.599,0.0,0.417,15.9,21.3,0.0,0.0,0.0,6.6,25.6,0.1,0.157,-12.2,1.0,-0.033,16.7,4.4,-2.5,8.1,0.01,-4.6,7.7,0.0084,-0.0922,0.0249,0.0981,0.055
Scotty Hopson,28.0,1.0,8.0,0.266,0.0,2.0,0.0,0.0,15.8,0.0,0.0,34.7,16.3,0.0,-0.238,-20.7,0.0,-0.16,23.7,21.0,7.2,-21.6,0.289,10.7,15.1,0.0086,-0.1053,0.025,-0.3097,-0.052
Josh McRoberts,30.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,-0.19,-12.2,0.0,0.032,-18.1,21.1,-4.5,-6.5,0.078,2.3,-9.9,0.0086,-0.1315,0.025,-0.2879,-0.036
