Name,Age,G,MP,TS%,3PAr,FTr,ORB%,DRB%,AST%,STL%,BLK%,TOV%,USG%,WS,WS/48,BPM,%MP,OoTmEFG%,OoORB%,OoDRB%,OoTmTOV%,OoORtg,OoOpEFG%,OoOpTOV%,OoDRtg,OoAdj,MinAdj,RBAdj,AdjWS/48,AdjWS
Josh Richardson,24.0,81.0,2689.0,0.551,0.38,0.16,2.9,9.0,13.2,2.3,2.4,12.9,18.2,5.4,0.096,1.4,67.0,0.001,0.6,1.2,0.6,-0.1,-0.005,0.3,-0.4,-0.0058,0.0218,0.0122,0.1242,6.958
Goran Dragic,31.0,75.0,2378.0,0.543,0.279,0.252,2.5,12.0,25.4,1.3,0.4,12.2,25.7,5.3,0.106,-0.1,60.0,0.001,1.2,-3.3,-0.3,1.2,0.0,0.5,2.8,-0.0434,0.0173,8.0E-4,0.0807,3.998
Tyler Johnson,25.0,72.0,2052.0,0.549,0.456,0.181,1.9,11.7,12.4,1.5,1.4,9.5,18.6,4.2,0.097,-0.2,52.0,0.007,-0.5,0.8,-0.4,1.4,0.009,1.0,-0.7,0.016,0.0085,0.0062,0.1277,5.459
Wayne Ellington,30.0,77.0,2041.0,0.588,0.827,0.111,1.3,10.7,5.9,1.3,0.3,6.6,17.3,4.5,0.105,0.0,51.0,0.019,-1.3,0.8,-1.0,4.2,-0.006,-1.7,-0.4,0.0437,0.0038,0.0063,0.1588,6.752
James Johnson,30.0,73.0,1943.0,0.575,0.301,0.264,3.5,17.2,22.5,1.8,2.2,17.2,19.1,4.9,0.122,1.7,49.0,0.022,-0.3,-2.8,1.5,1.1,-0.016,-1.4,2.1,-0.0337,0.0035,-0.0105,0.0813,3.291
Kelly Olynyk,26.0,76.0,1779.0,0.612,0.44,0.274,5.6,21.6,18.7,1.7,1.7,17.1,21.7,5.5,0.148,2.9,45.0,0.057,-2.1,0.3,-1.1,9.7,0.022,2.0,0.3,0.0927,-0.0056,-0.0178,0.2173,8.054
Justise Winslow,21.0,68.0,1680.0,0.496,0.264,0.213,4.3,20.4,13.0,1.6,1.7,12.6,16.3,2.6,0.075,-1.0,42.0,-0.013,-0.7,0.9,-0.7,-0.9,-0.01,0.5,-3.7,0.0375,-0.0028,-0.0079,0.1018,3.563
Bam Adebayo,20.0,69.0,1368.0,0.57,0.021,0.526,9.7,21.6,11.0,1.2,2.5,13.6,15.9,4.2,0.148,0.2,34.0,-0.013,-0.3,3.9,0.6,-3.2,-0.003,-0.3,-2.3,-0.0086,-0.0184,-0.0081,0.1129,3.218
Hassan Whiteside,28.0,54.0,1364.0,0.573,0.003,0.315,14.3,36.6,6.9,1.4,5.9,12.3,24.7,5.3,0.187,0.2,34.0,-0.04,3.3,-0.2,0.0,-5.4,-0.013,-1.4,-0.2,-0.0547,-0.0036,-0.0266,0.1021,2.901
Dion Waiters,26.0,30.0,918.0,0.487,0.415,0.168,1.0,8.5,19.8,1.3,0.8,13.7,25.0,0.1,0.004,-4.0,23.0,-0.009,-4.5,1.2,1.8,-6.8,0.012,0.6,1.0,-0.0528,0.0043,0.0158,-0.0287,-0.549
Dwyane Wade,36.0,21.0,467.0,0.465,0.166,0.223,2.6,14.5,23.9,2.0,2.7,15.0,30.7,-0.1,-0.014,-3.7,12.0,-0.047,1.3,-2.1,-0.8,-4.9,0.008,1.5,1.6,-0.0293,-0.0231,0.019,-0.0474,-0.461
Rodney McGruder,26.0,18.0,299.0,0.595,0.479,0.11,4.1,7.9,8.4,1.3,0.9,5.0,12.1,0.8,0.125,-0.6,8.0,0.016,6.4,0.6,-2.6,7.9,0.043,2.5,1.4,-0.0016,-0.0444,0.0243,0.1033,0.643
Jordan Mickey,23.0,23.0,284.0,0.515,0.195,0.232,7.1,25.3,4.8,1.1,3.0,16.6,17.1,0.3,0.054,-5.1,7.0,0.0,2.0,-4.2,2.8,-1.6,0.027,0.1,4.9,-0.0255,-0.0613,0.0175,-0.0153,-0.091
Derrick Jones,20.0,14.0,212.0,0.457,0.327,0.367,10.1,8.0,4.0,0.7,3.6,9.5,13.3,0.3,0.059,-2.9,5.0,-0.066,6.9,2.0,0.1,-9.6,-0.034,-5.1,-1.2,-0.0182,-0.0529,0.0241,0.012,0.053
Derrick Walton,22.0,16.0,147.0,0.525,0.68,0.24,1.5,10.7,14.6,2.4,1.7,6.7,9.1,0.4,0.128,-0.5,4.0,-0.024,-6.3,-0.9,1.0,-5.7,0.025,-1.5,4.4,-0.0208,-0.0844,0.0226,0.0454,0.139
Luke Babbitt,28.0,13.0,145.0,0.351,0.957,0.0,1.5,10.1,4.8,0.3,1.2,7.8,15.8,-0.2,-0.073,-7.9,4.0,-0.02,0.9,-5.7,-1.7,-2.0,-0.005,-1.0,3.4,-0.0161,-0.0731,0.0232,-0.139,-0.42
Okaro White,25.0,6.0,80.0,0.577,0.688,0.188,4.2,11.2,3.5,0.6,1.1,5.5,10.3,0.2,0.096,-2.9,2.0,0.034,-5.2,0.4,3.3,-2.7,-0.024,-2.5,-3.6,-0.0103,-0.069,0.0241,0.0408,0.068
Udonis Haslem,37.0,14.0,72.0,0.252,0.533,0.133,4.7,10.9,9.2,0.0,2.4,11.2,11.1,-0.1,-0.059,-7.5,2.0,-0.09,-0.1,1.2,-1.9,-10.1,-0.045,0.0,-10.5,-0.0088,-0.1266,0.0241,-0.1703,-0.255
Matt Williams,24.0,3.0,11.0,0.417,0.833,0.0,0.0,10.2,0.0,0.0,0.0,14.3,28.6,0.0,-0.197,-17.1,0.0,0.12,-7.2,11.8,-5.9,24.2,-0.24,11.4,-50.3,-0.011,-0.1352,0.0248,-0.3184,-0.073
